,Review,Rating
60,"Зарекаюсь от продукции Асус. Смартфон невероятно глючный;  греется,  как пять двухкиловатных тэнов,  при малейших нагрузках:  пять мин. инетсёрфа… пять минут - настроить ВСТРОЕННУЮ софтину…  и т.п.… НЕ БЕРИТЕ ЭТУ… СТРАННУЮ и несъедобную продукцию: добавьте бабла немного и купите… ну… хотя б Мейзу. Лучше - Самсона,  конечно.  Это недоразумение,  а не смарт. Не только эта модель,  кстати.",1
61,"соотношение цена/качество на 5. достаточно шустры, отличный экран и приемлемая камера.",4
62,"В первые 2 недели все работало, спустя это время, внезапно, телефон начал жутко глючить и зависать. При прослушивании музыки через наушники самостоятельно ее отключает. Видео воспроизводится с жуткой задержкой, хотя звук продолжает идти вперед. Перестали приходить обновления. При разговоре собеседник вас не слышит. Ужасно неудобный динамик, что для вывода музыки на задней крышке, что для уха.Тормозная реакция на воздействие на экран. Нет возможности поднять трубку при входящем вызове.Деньги на ветер.",1
63,За такие деньги сойдет.,5
64,"Телефон не стоит своих денег, ему красная цена 10к. Он максимум для селфи, просмотра видео, серфинга, но не больше. Аккумулятор нужно заряжать 2-3 раза в день при активном использовании (не игры, если что, а тот же самый Ютуб, инет, звонки). Основная камера так себе, на троечку. Фронтальная да, может быть и хороша. И всё это я утверждаю как пользователь этого устройства на протяжении полутора года. Мой совет, если есть чуть больше денег - купите другой телефон. Не надо, не усложняйте себе жизнь, не берите этот.Большинство отзывов здесь написаны с опытом меньше года, а именно после года вам уже не спастись.П.с. таким экраном уже не удивишь.",2
65,"И впечатления в общем. Асус селфи купила еще в декабре 2015 года за 20 тыс. Скоро будет уже ровно 2 года, как я использую этот телефон. К нему я не раз покупала чехлы и защитные стекла (так как изнашивались быстро) и теперь ко всему прочему пришлось заказать новую батарею и зарядное устройство, потому что прежние вот-вот умрут). Раньше я использовала самсунг гелакси примьер (тот сдох через год использования, но не без основания) и хочу сказать, что асус, пока является для меня лучшим, не смотря на некоторые косяки.  - Родной памяти мне перестало хватать уже через год, купила еще и карту памяти на 128 гб (чтоб уж наверняка).  - Временами подбешивает кнопка ""домой"", в вк целая морока печатать на клаве, потому что при случайном нажатии приложение вылетает. - Сейчас стала замечать, как телефон начал не хило моросить (не знаю, может всему виной захламленность телефона, забивать память это моё все) Еще не пробовала ""сброс к заводским настройкам"", может вскоре придется воспользоваться этой функцией. В целом, телефон за свои 2 года полностью себя оправдал, превзойдя все мои ожидания. Пользоваться буду до победного, но более наверно не вернусь к телефонам этой фирмы. Хотелось бы попробовать что-то новое, например:  Xiaomi Mi Max 2 128GB.",4
66,"купил только недавно, уверен--- не разочаруюсь",5
67,"Пользуюсь телефоном с января 2016 г, очень долго выбирала, сравнивала других производителей с аналогичными функциями и пришла к выводу, что ASUS ZenFone Selfie ZD551KL 32Gb - это золотая середина, соотношение цена-качество. Телефон мне очень понравился, работал без глюков, ни разу не завис. У меня рука маленькая, поэтому одной рукой пользоваться не очень удобно, но все же, он ни разу не выпал у меня из рук. Устраивало абсолютно все. В недостатках перечислила то, что не хватает модели для того, чтобы стать идеальным телефоном. Мне нравится оболочка Асусов, встроенный софт никак не напрягал. В процессе эксплуатации иногда телефон самопроизвольно перезагружался.И вот, 30 декабря 2016 г. он вновь перезагрузился и пропала сеть на обеих сим-картах. После новогодних праздников отдала в ремонт, заменили материнскую плату. Телефон проработал 2 дня. Сначала пропала сеть на второй сим-карте, потом я его попыталась перезагрузить, телефон отключился и больше не включался. Опять ремонт. Очень жаль, что так получилось, не думала, что Asus меня подведет. Хотя, чего я удивляюсь, сейчас производители техники не заинтересованы в долговечности своей продукции. Если на то пойдет, я согласна каждый год менять телефон, но его стоимость при этом не должна превышать 5000 р, выкидывать на ветер по 20 000 р., думаю, никому не хочется.",3
68,"Сам телефон понравился, но с моим аппаратом вышло не очень..может это во всех аппаратах так такой модели. Читаю, что  у многих проблема со слышимостью..",3
69,"Уже несколько часов пользуюсь этим телефоном, до этого был айфон 4, все устраивает.",5
70,"Телефон очень достойный, мне нравится. Отзыв пишу с него, кстати. Имеет довольно интересную особенность: Звук разблокировки смартфона или блокировки тихий, при этом звонок очень громкий. Вибро слабоват, но в целом хорошо.В общем, очень советую. Смарт доведён до ума, приятный, и выглядит очень солидно.",5
71,"Телефон конечно норм, если вы пересаживаетесь с нокии н8 на него, но после андройд устройств немного расстраивает отсутствие нормального браузера. В игры на телефоне не играю, в основном инет, вк и книги, так вот батарея еле доживает до вечера, если снять с зарядки в 8:30. Не верьте тем кто на 4пда пишет что ему на два дня хватает заряда, он им только звонит пару раз в день и пишет две смски за два дня, при обычном использовании батарея быстро садится, примерно как 2000мап на андройде. Больше всего расстраивает отстутствие хрома, эдж туповат, шрифты кривые, работает на порядок хуже с некоторыми сайтами, например сбербанк онлайн: Никак не перевести деньги с карты на карту, потому что выпадающий список не работает. Кто то скажет что это сайт сбербанка кривой, но на гугл хроме то таких проблем нет. Мелочи очень раздражают. Жалко что такая компания не допиливает своё детище.",2
72,"В -20 замерз при разговоре через гарнитуру, показывал маленький заряд аккумулятора, после 10 минут отогревания, заработал как обычно. При падении отлетает задняя крышка. При использовании чехла панель царапается. Треснул экран при падении, не спасло защитное стекло. Зарядку держит хорошо, сутки очень активного использования, при умеренном использовании хватает дня на 3.Покупал в мтс за 11500. Перешел с ведроида, очень доволен, привык быстро, за такую цену конкурентов нет.",5
73,"Брал телефон на тест-драйв (смущал очень сильно размер телефона). Рассматриваю  замену своей 620. Тест-драйвом доволен, телефоном тоже, но не хватает LTE. Буду брать не росттест.",3
74,"Ты любитель лопат, но у тебя сейчас нет 50 тысяч на покупку 950XL? Тогда 650 XL тебе вполне подойдёт :-) Из достоинств выделяю хорошую камеру за такую цену, яркий и сочный дисплей. Недостатком является хлипкость сборки. Твёрдая 4 за данный девайс.",4
75,"Microsoft Lumia 640 XL - хороший девайс прежде всего для работы. Приложения такие как, например, лицензионный MS Office позволяет быстро отредактировать документы и отправить на работу. Диагональ 5,7 при этом - только плюс. Skype, Viber, WhatsUpp позволяют быть всегда на связи и беспроблемно осуществлять международные и междугородние звонки. Личный секретарь Cortana с помощью голосового общения с ним позволяет оперативно заносить данные в распорядок дня,фиксировать различные напоминалки,осуществлять вызовы абонентов,надиктовывать смс и прочее.",4
76,"По сравнению с Андроид функционал приложений сильно урезан, например в SPB TV нет основных каналов, которые есть в андроид, МОЙ МТС не показывает остаток доступных минут, только трафик интернет, вообще после недели использования остаётся такое ощущение, что сторонним разработчикам Windows больше не интересна.",2
77,"Зря убитое время с ним, буду продавать и покупать андроид в этой же ценовой категории. Советую ни кому не покупать до тех пор пока в маркете приложений не будет достаточных приложений как и в андроиде.",3
78,"Самый большой плюс - большой экран и относительно небольшие деньги по сравнению с другими флагманами типа самсунга и эпл. Экран очень качественный, никакой зернистости не видно. Многие жалуются на звук. Надо мелодию правильно подбирать. Я оставил стандартную люмия. Звук пробивается через рюкзак на спине на улице, где рядом проносятся автомобили со звуком взлетающего самолета. Так, что звук вполне громкий. Уж точно раза в три громче айфона. Айфон 4s даже при слабом использовании разряжался за сутки. Эта модель держит заряд неделю-полторы. Да, заряд он всегда показывает ниже 100, но держит его долго. Что касается функционала, то тут надо просто привыкнуть. Серфить по инету, слушать музыку, читать книги и иметь под рукой документы вполне можно. Вот, чтобы закачать фильм, а потом его спокойно посмотреть. Вот тут будут танцы с бубном. Но и на планшете самсунг с андройдом такая же вещь. В плане функциональности ios проще и лучше. Но в плане цены, качества и размеров люмия лучше. Я не собираюсь за 6 плюс 70 косарей выкидывать. Лучше за 14,5 штук люмия пользоваться. Плюс тут нет вирусов и вредных программ. Никто денег с винды не слупит и смартфон не взломает. Камеры снимают отлично. Две симки тоже замечательная штука. Программы можно найти, если терпения набраться. Замечательный аппарат за небольшие деньги.",5
79,"Купила за 8000р новую рст  -  витринный образец в пленочке.За 8000р-отличный аппарат.На больше не тянет особо.За эти деньги я им довольна-удобно читать,просматривать страницы браузера.Если он конечно загрузится.",3
80,"Периодически просит выбрать место записи по умолчанию. Понятия не имею зачем. Иногда начинает что-то сканировать или обновлять в режиме ожидания, так телефон даже не включить (хотя тут возможно виноват софт типа клин мастера, но, опять же, на LG такого не было). Есть ещё несколько очень мелких и незначительных косяков, в которым привыкаешь со временем, но всё же хорошего в этом всё равно мало. Возможно мне просто достался такой экземпляр, не знаю. Но в целом, телефон мне понравился только дизайном (у меня синий). Не рекомендую",3
81,покупать не рекомендую,3
82,,4
83,"В целом смарфон очень хороший,выполняет практически все свои функции,но из-за частой потери сети и подобного бага ,что был описан выше - смартфон можно использовать только без сим-карты ,как читалку или плеер.Пользуюсь данным аппаратом более года,и сильного разочарования не вызвал.Чехол для данного телефона просто нереально найти,как и пленку тоже,но мне повезло и пленочку купил сразу со смартофоном.",3
84,"свои деньги он окупает за полгода пользования подвергался падениям с разных высот ,но все работает идеально",5
85,"Итак, я уже около недели пользуюсь этим смартфоном и я в бешеном восторге! Это лучший телефон из которых у меня были! Скажу сразу, это мой третий смартфон, до этого пользовалась Nokia! Стильный, удобный, очень яркий! Также не могу не отметить это его скорость, летает просто! Скачала пару игрушек с play store и все работает без единого тормоза! Удобно пользоваться интернетом, старый добрый хром теперь у меня и в телефоне, очень легко, кстати, синхронизировались все закладки. Считаю, что  за такие деньги – это очень правильный выбор! Зашла в приложение LG appclub и скачала бесплатно!!! Ситигид! Теперь у меня аж 3 приложения, которые мне показывают путь – гугл, яндекс и ситигид. Оооочень порадовала батарея – целый день активного пользования (музыка, игры, навигатор, соц. сети) и под вечер остается еще около 35%! Когда у молодого человека без подзарядки даже до вечера не доживает.",5
86,"Если Вам достаточно 64 Gb, то лучше посмотреть в сторону 5S. По быстродействию практически не отличаются.",4
87,"Отличная модель, крепкая не только на вид, но и в деле. Ношу без чехла уже пару месяцев - ни одной царапины. Телефон очень шустрый, никаких лагов, что бесконечно радует. Если телефон постоянно в руках - то в соцсетях, то звонки, то фото, -зарядки хватает на сутки. При умеренном использовании на двое суток максимум. Геолокацию включаю только на улице. 3D Touch включен всегда и это очень удобно! Фото просто отличные как макро, так и обычная съемка. Очень понравился ручной режим осветления фото, снятых например в ночное время суток.Редактирую отзыв после установки игры/ 27.05.16Это просто жесть как игра жрет батарею!!! Ну никуда не годится((( 20% зарядки за час игры! Отнимаю балл",4
88,"Я не поклонник Apple, когдато по глупости купила 5, но жутко непривычно было для меня было после андроида, там красив только дизайн, но никакого удобства. К этому девайсу я тоже относилась скептически, пока не опробовала его.Очень приятное и громкое звучание музыки. Хорошая камера, при дневном свете выдает качественные снимки. экран, все жалуются что не фул хд, не знаю, очень приятные цвета, пикселей не видно.Габариты устраивают, удобно держать одной рукой, печатать тоже. Единственное, что не продумали - он очень скользкий. Обязательно какой-нибудь нескользящий чехол.Проблем со сборкой не обнаружила.Аккумулятор оставляет желать лучшего, но это же айфон) купил айфон - научись и зарядку носить с собой)да и к ios можно привыкнуть.Советую, но не для понтов, так как за такие деньги можно купить аппарат намного помощнее.",5
89,"телефон вполне устраивает, все работает стабильно, редко подглючивает при включении камеры(картинка зависает) но скидываешь перезаходишь и все в норме, пользуюсь 10 месяцев",5
90,"Купила iPhone 6 вместо Samsung galaxy s6. Странно, но кореец мне быстро надоел, несмотря на классную начинку и неплохой дизайн. Ещё и батарейка стала садиться быстро. Едва стало хватать на световой день. Приходилось сбрасывать телефон на заводские настройки, потом устанавливать минимум программ. Только после этого ситуация немного улучшалась, но все познаётся в сравнении. У iPhone 6 батарейка реально держит намного лучше. На эконом режиме у Самсунг телефон разряжался одинаково быстро. То ли дело iPhone 6 на iOS 9.0. Пишу мини-отзыв уже более 15 минут, а батарейка упала всего на 2%. На самсунге за это время батарейка съела бы заряд 5-7%. Все время вдалбливаю себе в голову, что топовые андроид смартфоны уже ни в чем не уступают, и зачастую, даже превосходят iPhone 6, но на практике у меня выходит иначе.)В принципе, iPhone 6 очень хороший смартфон. Он не идеальный, но до сих пор является одним из лучших на рынке, несмотря на обилие новых андроид флагманов.",5
91,"В целом доволен покупкой. Если любите пофоткаться, посмотреть фильмы и поиграть в игрушки на iPhone, то 16 ГБ будет маловато. И пару слов про американский айфон и айфон ростестовский. Разницы между ними нет, кроме вилки зарядника и одной из частот LTE, так что можете брать себе любой. На iPhone 6 стоит однозначно переходить с предыдущих версий телефонов от Apple, кроме владельцев 5s, там уже конкретно каждый пусть решает для себя сам. ИМХО, т. к. все равно через год уже будет iPhone 7 и пока неясно чем же на этот раз сможет удивить придирчивого покупателя компания из Купертино.",4
92,"Купил прошлой осенью, эйфория от покупки длилась недолго, обнаружился брак. В магазине сразу же заменили на новый, и вроде бы 9 месяцев все было хорошо. Но, совсем недавно, случайно присмотревшись к фронтальной камере, заметил её смещение. После недолгих раздумий отправился в АСЦ Apple, где мне вежливо и доходчиво все объяснили. Через неделю мне прислали новый аппарат, но и тут история не закончилась. Спустя 2 недели я вновь вернулся в АСЦ, где прождал ещё неделю, и снова получил новый аппарат. После стольких замен, устройством пользовался неуверенно, уже не чувствовал той надежности что раньше. Но все же хотелось бы отметить отличную работу поддержки Apple.",4
93,"В целом покупкой доволен. Конечно, цена довольно высокая, но если деньги есть - брать нужно однозначно. Самый приятный плюс это конечно дисплей...Походив с шестым начинаешь удивляться, какой же маленький дисплей у 5-ки...) Единственное, что не оправдало ожиданий - это батарея. С каждым годом айфоны тоньше, дисплеи больше, но вот прогресс относительно продолжительности работы телефона без подзарядки, будто бы, стоит на месте. Касательно выпирающей камеры - после недели пользования шестеркой понял, что абсолютно никак она не мешает и уже привык как-то, поэтому недостатком сложно было назвать. А то многие так описывают ее, что ей чуть ли не в носу ковыряться можно)",4
94,"Что вы накинулись на идеальный гаджет? Это все придирки. Может быть сейчас много бОльших по функционалу Андроидов, но ИОС то ничем хуже не стал....Даже не буду описывать прекрасный экран, камеру и т.д. - вы и так это знаете. Батарейка держит в разы дольше моей бывшей 5ки. Размер, форма - по мне так идеален.Памяти хватит для долгие годы счастливого использования данного аппарата.Он определенно заслуживает оценки 5, если не делать скидку на цену. Лично я счастлива, что обладаю этим телефоном. Если вам больше нравится Андроид, пожалуйста! На вкус и цвет как говорится.",5
95,"Ну что сказать)? Кому то по душе ios, кому то  андроид, кому то windows! Я пользовался андроидом, сейчас пользуюсь ios. Мне понравилась ios. Поэтому пользуюсь ios! Хоть система и закрытая, но защищенная. И самое главное, что по душе! Хоть и дорогая)...Как сказал один мудрый чел: Главное ни конкуретноспособность этих трех систем, а их Успех и их Удача!!! Со мной же все согласны!?",4
96,"Судите сами. После iPhone 4s взял sony Z1 compact, затем sony Z3, samsung NOTE4, теперь вот iPhone 6s и впервые захотел написать отзыв. Ну взял андроид, закачал несколько фильмов (посмотрел раз, пока ехал в командировку в поезде), закачал несколько мелодий (для нарезки рингтонов), поигрался с настройками (потом стал  забывать где и что поменял), пофоткал немного (ради спортивного интереса), стилусом попользовался, что бы понять - нужен или нет, поставил карту памяти на 64Гб (просто фотки на неё сбрасывал). ВСЁ!!! Нажимаю на одну иконку-вызов идёт на другого чела, нажимаю на окончание разговора, появляется иконка, что идёт вызов (тому, кого только что сбросил), ну а включение вообще не удобное. А теперь всё иначе. Включение-молния, лагов пока вообще нет, может программы и дороговаты, но для меня это не критично (купил 5-7 приложений, мне больше не нужно). В сети работает гораздо шустрее (мои ощущения), фотки нормальные, тактильно вообще очень приятен, чехлы не использую принципиально, видео не снимал, ну и т.д. Словом скажу, что каждому своё. Всё в нём работает нормальненько так. Кому-то андроид очень нужен со своей открытой системой, кого-то полностью устраивает iPhone - такая сбалансированная система. Доволен, очень. На андроид не скоро перейду.",5
97,"Мой путь смартфонопользования начинался с виндовсбомайлов, но долго они у меня не задерживались, не мог привыкнуть и возвращался к простым телефонам. Потом пошли андроиды разных производителей - аппараты были хороши технически, но глючность и тормознутость андроида всё перечёркивала. Последней каплей был хтц, после которого от вёдер я зарёкся. Айфоны же до этого вообще не рассматривал.Вот после этого появился у меня 5, потом 5s и я понял, что для меня айфон это лучший выбор. Надёжность и качество. Я не любитель ковыряться в настройках и тюнинге. Для меня смартфон это средство, а не цель. Мне важно чтобы он хорошо и полноценно работал из коробки, а также важна безопасность в плане вирусов. На айфоне всё что нужно для кофмортной повседневной работы - уже установлено, это не ведроид с его бесконечными поисками качественного приложения среди гор мусора и вирусов на маркете. Да даже если и нужно скачать что-то из эппсторе, то качество приложений там на две головы выше, чем у гугла. Повторюсь: айось изначально полноценна, и не нуждается в костылях, файрволлах и антивирусах, как андроид.Удивительное дело, отдельными своими компонентами айфон хуже андроидов: где-то у вёдер экран сочнее и ярче, где то оперативки побольше, где-то корпус понадёжнее, где-то ещё какие свистелки. Но в итоге, как единое целое - айфон лучше всего остального, существующего на рынке смартфонов. Не знаю, как это у эпл получается.В общем, 5s я благополучно потерял, после чего передо мной встали муки выбора - снова 5s или 6. Пока думал, да читал инет, ходил с ведроидом на самсунге (приятель отдал), модель уточнять лень, с nfc чипом какой-то. В очередной раз убедился, насколько всё убого, неудобно и тормознуто происходит в ведре! После айоса это особенно заметно.Так вот, начитавшись и наслушавшись отрицательных отзыв про 6ку, хотел уж было взять проверенный 5s, но решил рискнуть - и не ошибся. айфон 6 - отличный аппарат, хорошее продолжение серии.",5
98,"отличный телефон, больше всего радует стабильность у устройств apple, до этого использовал iPhone 5s более 1 года, потом отдал его маме, за 1 год аппарат ни разу не подвис, не износился, (использовал его без чехла и всяких плёнок), сейчас ему уже 2 года все так=же стабильно. 6ым пользуюсь уже год, неподвел  ни разу.  Качество сборки отличное, ранял его 2 раза одни раз с высоты примерно 1.2 метра на кафель, ничего не треснуло. батарея держится шикарно в среднем хватает на полтора дня при активном использовании, в ожидании хватит дня на 2 с половиной, при постоянно включённом 4g с переходом на wifi. Для тех у кого проблема с быстро садящейся  батарей совет: надо перейти в настройки - конфедициальность - службы геолокации, спуститься в низ до вкладки системные службы, и отключить там: геолокационные aid, геопредупреждения, калибровка компаса, диагностика и использование, маршрутизация и трафик, популярное рядом! Тогда батарея будет держаться на 60?ольше",5
99,"Отличный, как и все айфоны, но цены очень высока.",5
100,"Кардинальных отличий, кроме размера экрана, от Iphone 5 нет. Очень нравится размер экрана, можно читать книги и не портить зрение.Классный звук, очень громкие динамики.Дизайн классный, причем нравятся белые полоски (взяла Gold), которые все так сильно критикуют:)Успела заказать в последний день за 32 000, сейчас он уже 39 990.Вцелом впечатления положительные-скромный, удобный, красивый, прочный, легкий телефон. Но, к сожалению, по-моему субъективному мнению даже 32 т. это много...",4
101,"iPhone 6 практически идеален. Отличный дизайн,экран. Самое главное это iOS она вообще не глючит даже нет намека на ЛАГ. Наконец Apple сделала большой дисплей, теперь даже не думаю возвращается к зеленому роботу))",5
102,"Это мой третий айфон по счету и последний. Больно уж много стало косяков. На что переходить не знаю, свои проблемы есть в любой системе, а было все.",4
103,"Опаратом доволен. Был 4s,5s. Батарея на всех слабовата, да и принцепе держат заряд они одинаково по времени. Было у меня пару смартов на андройде (причем не дешевых) глючили так, что бывало пока не перезагрузишь работать нормально не могли. С айфоном ни разу с таким не сталкивался. Сравнивать не хочу. Пробовал больше желания покупать смарт на андройде нет. К покупке рекомендую. Если не жалко 50к. РСТ брать, смысла не вижу вообще.",4
104,"Ну и то, что думаю не искоренят в Ай-ОС никогда - как у любого Айфона, не закачать на него никаких данных через компьютер - нужно слишком много движений, чтобы закинуть даже обычный мп3 на телефон. Что уж там говорить о просмотре фильмов.В целом, я бы рекомендовала данный телефон к покупке, при чем наверное рекомендовала бы покупать или бу или восстановленный, потому как цена на новый экземпляр очень уж кусается.",5
105,"летом 2013 года я долго искала подходящий мне смартфон.Сначала решила что хочу экран не больше не меньше 4.3 дюйма, но потом передумала и выбор мой пал на экран 4. Рука у меня маленькая, и больший размер не нужен. Почему обратила внимание на данный смартфон,написала выше,в достоинствах.Нашла этот смартфон на сайте днс,Кстати цвет я всегда хотела белый, но увидев, что этот смартфон там только в черном,решила смириться и поехала в магазин.И ждал меня там сюрприз- на витрине красовался только-только завезенный этот смартфон в белом цвете! После этого я точно решила,что он будет моим))Внешний вид обалденный,задняя панель приятная на ощупь,очень понравилось,что боковая серебристая отделка не под железо,как обычно делают,и такие отделки быстро облазиют, а матово-серебристая) в комплекте всё белое- чехол и шнурки. Аккум.держит норм,звук громкий, есть голосовой поиск-это очень удобно.",5
106,Очень  доволен  покупкой  будем  ждать  сколько  протянет,5
107,"В целом, телефон отличный. Других смартфонов по такой цене и характеристикам просто нет. Есть недоработки, но за такую цену их можно простить. По моему мнению, нет смысла переплачивать за бренд. Советую приобрести эту модель.",4
108,"Покупайте,но акселерометр плох и это все что заметил",3
109,"Долго думала и выбирала себе телефон. Металась между Huawei и htc. За брендом не гналась, наоборот, уже надоели эти самсунги. Про Prestigio узнала вообще случайно. Начала искать по нему информацию, читать отзывы и решилась. За такую цену, такой смартфон да и еще гарантия 2 года, чем не сказка? Лучше него я не нашла. Тем более, что это мой первый смартфон на андройде. Очень довольна. Ставлю твердую 4+ из 5. Подкачала лишь батарея.",4
110,"Покупал год назад за смешные деньги,не ожидал что прохожу с ним так долго и не захочу менять.Gps из коробки не хотел ловить спутники,через 2 дня холодный старт 2мин.Со всеми задачами справляется.С загрузкой GPS  ,интеренет,звонки около часа  в день,смс. хватает смело на день с запасом.",5
111,"Все хорошо конечно, но есть недоработки",4
112,"Всем рекомендую. Браво, Престижио!!!",5
113,"Выбирала его благодаря отзывам здесь, поэтому решила написать свой. Пользуюсь им пять месяцев. Внешне не видоизменился, никаких потертостей, стараюсь носить в чехле, который был с ним в комплекте, гарнитура тоже порадовала, звук громкий и довольно объемный. Это мой первый сенсорный телефон и первый телефон на андроиде и я им, в общем-то, довольна. Какие были у меня с ним проблемы: 1) Однажды, через пару месяцев после покупки, внезапно перестал воспринимать карту памяти, требуя ее отформатировать. Карта 16Гб. С картой все в порядке, она не ломалась, не намокала...После форматирования продолжаю ей пользоваться; 2) Глухой и тихий голос звонящего(как ""из валенка""). Вылечила почти сразу через инженерное меню;3) Вообще, сначала было сложновато открыть крышку телефона, и самое что неприятное, после открытия батарея сразу вываливается, совершенно не держится в нем;4) Заряд, действительно, некорректно отображает. Но это не беда. Досадно для меня то, что каждый день все-таки приходится заряжать, а брала то я его из-за емкой батареи. Интенсивность эксплуатации: в день до 5 звонков, несколько смсок, переписки вибер, вк, иногда музыку слушаю. Вроде ничего криминального, чтобы так разряжаться);5) Бывает зависает ни с того, ни с сего, лечу разбиранием, начинает тормозить и тупить при 8% заряда и ниже, ну, это и понятно);6) Камера...По-моему, это не 8Мп, был у меня Сони Эрикссон до него, кнопочный, там камера 5Мп. Так вот, сонька делает фотки однозначно лучше! 7) По сравнению с вышеупомянутым сонькой (Sony Ericsson Elm) этот телефон гораздо крупнее, массивнее, тяжелее, рука не сразу к нему привыкла. Раньше мне было очень удобно держа телефон в левой руке набирать текст большим пальцем, таким образом, вторая рука была абсолютно свободна. А вот с Престижио не всегда можно управиться одной рукой)).Больше не могу вспомнить, к чему бы придраться) Телефон, в целом,  мне нравится.",4
114,"Очень неплохой смарт,китаец поживший недолго в Европе,шустрый,непритязательный,в руке удобен,камера конечно не 8Мп,,но фото при свете норм.,В общем за эти деньги очень неплохой гаджет...",5
115,"Если б знала  все о нем как есть - дождалась бы НТС бюджетного какого-нибудь или Филлипс, или  Тексет в противоударном корпусе.",2
116,"Телефон со своими не малыми недостатками больше удивил чем огорчил! А все потому, что на яндекса.маркете прочитал перед покупкой о нем отзывы, взвесил все недостатки, преимущества и цену! Как раз купил по хорошей акции с карточкой на 16 гиг в подарок. Поэтому к недостаткам уже был готов, а самые большие это что отсутствует датчик плавного поворота (для игр гонок нужна) и очень плохая камера. К слову камера со своими большими цифрами действительно очень плачевная оказалась. Но меня предупреждали:)А самое, что замечательное, меня порадовало качество сборки этой фирмы. Все на высшем уровне. Использую уже два месяца. Телефон ношу без чехла и пленки. Пыли под экраном пока не обнаружил. Несколько раз ронял на линолиум, даже не перегружался. А недавно так вообще упал в стальную ванну, и слегка намок. Все работало кроме внутреннего динамика, уже расстроился из-за того что придется нести в сервис, выяснять и чето делать. Но к вечеру как телефон обсох, снова заработал динамик! На телефоне нету трещин, ни сколов. Остальное все что нужно в телефоне за такую цену есть, и не нужно за него труситься чтобы его не поломать. Всеравно через год, полтора прийдут новые технологии, новый андроид и нужно будет апгрейдить.Вердикт: Если телефон еще не подешевеет, то лучше присмотреться на более новые модели фирмы Prestigio, с новым android 4.2А сам буду присматривать планшет этой же фирмы.",4
117,"Пользуюсь уже 4 месяца. Сама сомневалась брать или не брать, рискнула и осталась довольна. Телефон очень хорош для постоянного использования, а для тех кто недоволен акселерометром в играх, покупайте планшеты и рубайтесь на них. При использовании телефона этот автоповорот совершенно не нужен. Как телефон от мало известно фирмы, да за такую цену, само то! Если подумываете о нем, берите, не пожалеете",5
118,"Очень долго читал отзывы много разных мнений о данном телефоне. Понял одно, что в основном пишут заинтересованные в продаже данного телефона люди. Пользовался планшетом данной фирмы и решил опробовать телефон той же фирмы. Больших претензий нет, батарея реально держит часов 5 если не звонить и не трогать его хватает на сутки и более камера на заявленные 8мп не тянет, приложения ложатся на данный телефон  нормально плохо работает акселератор для эффектных игр большой минус.Добавил карту памяти на 8 проблем нет.Симки 2 шт. работают нормально. Тому кто нуждается для работы в нормальном телефоне либо для знакомства с телефонами на базе андроид берите.",3
119,"Соотношение цена - качество, функционал просто лучшее на рынке андройдов.   Альтернатив пожалуй нет. Удобно пользоваться, хороший отклик. Это мой первый смартфон на анд. и я приятно удивлен. Если бы не косяк с отображением заряда батареи то был бы идеален. Кто сомневаеться и недостатки для вас не критичны, смело берите не пожалеете. С первой зарядки, активный серф, закачки и игра в игры , звонки и смс, будильник и использование камеры продержался 4 суток. На играх типа миньонов сильно ест батарею, но я не любитель таких игр.",4
120,"Мой первый смарт. Первое, что мне понравилось вес, ощутим в руке. Задняя крышечка рифленая с прикольным логотипом. Взял в замену простой звонилки, не убиваемой и с без конечным зарядом батарейкой LG GX200, так как периодически нужен интернет и камера  . В первые дни пользования разочаровал аккумулятор. Жрет прям на глазах и не адекватно показывал % заряда . Немного побаловался с разрядкой и зарядкой и установил прогу Battery doctor, вроде пока норм. И зарядки уже хватает теперь на два  дня с периодическим выходом в инет и звонками. Пишут не поддерживает билаин-интерне. Надо включить мозги и поставить галочку в настройках интернета  Тип аутентификации: поставить точку на РАР и 3G ваше. Остальные настройки не трогать. Качество фото с него меня устраивает (это телефон, а не фотоаппарат). Звук громкий. Увеличить можно прогой (без надобности и так хватает). В общем стал привыкать к смарту и просто званилку уже не хочу. Держал бы батарею как моя лыжа, но......... все таки смарт. Когда покупал искал золотую середину  между дорогими и не дорогими смартами и нашел, в виде Prestigio MultiPhone 4055 DUO. Купил сибе и жине, пока довольны. У меня и навигатор в машине этой фирмы, второй год пошел, полет нормальный.",5
121,"Неплохой аппарат. всё заявленное работает. Единственное, что туговат. Андрид долго мыслит. может это из-за 1гбОЗУ (которая на постой занята и требует освобождения места от устаревших файлов) Громкий аппрат. весь функционал что надо есть. Еле нашла как на каждого пользователя свою мелодию и картинку ставить. немного нехватает синхронизации симки и аппарата. из-за этого, 100раз повторяется один и тот же номер. Копировать надо на аппарат и сохранять там картинки и мелодии -иначе не установить. 2-е симки ловит без проблем. Вай-Фая супер! лёгок в использовании. Хотелось бы, лишь чтоб в мыслях своих был пошустрее.",4
122,"Нормальный добротный телефон на андроиде. Немного толстоват.Батарея обычная, держит полтора-два дня, при среднем использовании.Камера обычная, ничего выдающегося.",3
